like1,parrtc01,parrrc01,parrtc02,parrrc02,simulation_0,chain
3.844631046676181,334.7513812953995,0.00827969171197122,406.6182475985039,0.003362944816020538,1.0,0.0
3.867087463365662,277.1721623827514,0.005843268517661063,573.9501954423542,0.0018766736810617024,1.0,0.0
4.282719271649019,272.2304878685822,0.007701613247873529,529.587225202336,0.00486635230471907,1.0,0.0
3.5866793021547294,285.8791513669977,0.003232332332024565,555.5516345008225,0.007466805993263811,1.0,0.0
4.619911535148377,211.9809179663303,0.008946579782350503,579.4934202417057,0.007209865453343702,1.0,0.0
3.9514646015747097,232.93933606188733,0.0063051532033440725,329.73245684107366,0.008743672515839348,1.0,0.0
3.8067367327736887,333.25385873824507,0.007299548689332602,381.26322256063065,0.007382670391212174,1.0,0.0
4.319707338680415,245.16949454707043,0.006434297447170571,386.5404620671424,0.007749110171764587,1.0,0.0
4.112199897420039,244.20036808226348,0.006766113592149648,561.3414299660872,0.0016393433060387407,1.0,0.0
2.9749331831325296,324.31187153332996,0.008537213867730285,399.4525685763077,0.0011849991548271333,1.0,0.0
