Time,Temp,Mass,MassLossRate,MCC,DSC
 2.1600000E+002, 3.8000233E+001, 9.8139870E-001, 9.7107673E-005, 1.7550079E-012, 3.4658870E-001
 2.2800000E+002, 3.9000233E+001, 9.8022729E-001, 9.8127275E-005, 2.1800263E-012, 3.4873146E-001
 2.4000000E+002, 4.0000233E+001, 9.7904384E-001, 9.9105615E-005, 2.7042257E-012, 3.5076681E-001
 2.5200000E+002, 4.1000233E+001, 9.7784889E-001, 1.0004073E-004, 3.3498729E-012, 3.5268992E-001
 2.6400000E+002, 4.2000229E+001, 9.7664303E-001, 1.0093067E-004, 4.1440371E-012, 3.5449615E-001
 2.7600000E+002, 4.3000229E+001, 9.7542673E-001, 1.0177355E-004, 5.1195810E-012, 3.5618088E-001
 2.8800000E+002, 4.4000229E+001, 9.7420067E-001, 1.0256746E-004, 6.3163511E-012, 3.5773966E-001
 3.0000000E+002, 4.5000229E+001, 9.7296530E-001, 1.0331060E-004, 7.7825984E-012, 3.5916808E-001
 3.1200000E+002, 4.6000225E+001, 9.7172141E-001, 1.0400117E-004, 9.5766763E-012, 3.6046189E-001
 3.2400000E+002, 4.7000225E+001, 9.7046947E-001, 1.0463745E-004, 1.1769072E-011, 3.6161703E-001
 3.3600000E+002, 4.8000225E+001, 9.6921033E-001, 1.0521775E-004, 1.4444819E-011, 3.6262953E-001
 3.4800000E+002, 4.9000225E+001, 9.6794450E-001, 1.0574047E-004, 1.7706375E-011, 3.6349556E-001
 3.6000000E+002, 5.0000225E+001, 9.6667278E-001, 1.0620410E-004, 2.1677039E-011, 3.6421159E-001
 3.7200000E+002, 5.1000225E+001, 9.6539587E-001, 1.0660716E-004, 2.6505019E-011, 3.6477420E-001
 3.8400000E+002, 5.2000225E+001, 9.6411443E-001, 1.0694828E-004, 3.2368244E-011, 3.6518022E-001
 3.9600000E+002, 5.3000225E+001, 9.6282935E-001, 1.0722619E-004, 3.9480072E-011, 3.6542666E-001
 4.0800000E+002, 5.4000225E+001, 9.6154130E-001, 1.0743969E-004, 4.8096051E-011, 3.6551091E-001
 4.2000000E+002, 5.5000225E+001, 9.6025103E-001, 1.0758769E-004, 5.8521896E-011, 3.6543041E-001
 4.3200000E+002, 5.6000225E+001, 9.5895946E-001, 1.0766922E-004, 7.1122927E-011, 3.6518303E-001
 4.4400000E+002, 5.7000225E+001, 9.5766723E-001, 1.0768339E-004, 8.6335175E-011, 3.6476690E-001
 4.5600000E+002, 5.8000225E+001, 9.5637530E-001, 1.0762945E-004, 1.0467852E-010, 3.6418033E-001
 4.6800000E+002, 5.9000225E+001, 9.5508444E-001, 1.0750677E-004, 1.2677207E-010, 3.6342213E-001
 4.8000000E+002, 6.0000225E+001, 9.5379543E-001, 1.0731484E-004, 1.5335230E-010, 3.6249110E-001
 4.9200000E+002, 6.1000225E+001, 9.5250916E-001, 1.0705326E-004, 1.8529438E-010, 3.6138681E-001
 5.0400000E+002, 6.2000229E+001, 9.5122641E-001, 1.0672180E-004, 2.2363709E-010, 3.6010882E-001
 5.1600000E+002, 6.3000229E+001, 9.4994807E-001, 1.0632033E-004, 2.6961214E-010, 3.5865712E-001
 5.2800000E+002, 6.4000229E+001, 9.4867504E-001, 1.0584889E-004, 3.2467842E-010, 3.5703209E-001
 5.4000000E+002, 6.5000229E+001, 9.4740802E-001, 1.0530763E-004, 3.9056200E-010, 3.5523450E-001
 5.5200000E+002, 6.6000229E+001, 9.4614792E-001, 1.0469688E-004, 4.6930310E-010, 3.5326535E-001
 5.6400000E+002, 6.7000229E+001, 9.4489557E-001, 1.0401709E-004, 5.6331051E-010, 3.5112610E-001
 5.7600000E+002, 6.8000237E+001, 9.4365180E-001, 1.0326887E-004, 6.7542549E-010, 3.4881854E-001
 5.8800000E+002, 6.9000237E+001, 9.4241738E-001, 1.0245296E-004, 8.0899576E-010, 3.4634489E-001
 6.0000000E+002, 7.0000237E+001, 9.4119322E-001, 1.0157027E-004, 9.6796193E-010, 3.4370759E-001
 6.1200000E+002, 7.1000237E+001, 9.3997997E-001, 1.0062184E-004, 1.1569579E-009, 3.4090963E-001
 6.2400000E+002, 7.2000237E+001, 9.3877852E-001, 9.9608871E-005, 1.3814271E-009, 3.3795425E-001
 6.3600000E+002, 7.3000244E+001, 9.3758965E-001, 9.8532706E-005, 1.6477582E-009, 3.3484507E-001
 6.4800000E+002, 7.4000244E+001, 9.3641400E-001, 9.7394826E-005, 1.9634410E-009, 3.3158606E-001
 6.6000000E+002, 7.5000244E+001, 9.3525243E-001, 9.6196862E-005, 2.3372486E-009, 3.2818156E-001
 6.7200000E+002, 7.6000244E+001, 9.3410552E-001, 9.4940573E-005, 2.7794471E-009, 3.2463619E-001
 6.8400000E+002, 7.7000244E+001, 9.3297410E-001, 9.3627852E-005, 3.3020384E-009, 3.2095507E-001
 6.9600000E+002, 7.8000252E+001, 9.3185872E-001, 9.2260736E-005, 3.9190398E-009, 3.1714335E-001
 7.0800000E+002, 7.9000252E+001, 9.3076003E-001, 9.0841364E-005, 4.6468074E-009, 3.1320664E-001
 7.2000000E+002, 8.0000252E+001, 9.2967874E-001, 8.9372021E-005, 5.5044094E-009, 3.0915102E-001
 7.3200000E+002, 8.1000259E+001, 9.2861533E-001, 8.7855085E-005, 6.5140546E-009, 3.0498248E-001
 7.4400000E+002, 8.2000259E+001, 9.2757040E-001, 8.6293054E-005, 7.7015860E-009, 3.0070758E-001
 7.5600000E+002, 8.3000259E+001, 9.2654449E-001, 8.4688516E-005, 9.0970493E-009, 2.9633290E-001
 7.6800000E+002, 8.4000259E+001, 9.2553806E-001, 8.3044164E-005, 1.0735343E-008, 2.9186538E-001
 7.8000000E+002, 8.5000267E+001, 9.2455155E-001, 8.1362756E-005, 1.2656969E-008, 2.8731212E-001
 7.9200000E+002, 8.6000267E+001, 9.2358547E-001, 7.9647150E-005, 1.4908888E-008, 2.8268039E-001
 8.0400000E+002, 8.7000267E+001, 9.2264020E-001, 7.7900266E-005, 1.7545506E-008, 2.7797762E-001
 8.1600000E+002, 8.8000275E+001, 9.2171603E-001, 7.6125063E-005, 2.0629795E-008, 2.7321133E-001
 8.2800000E+002, 8.9000275E+001, 9.2081332E-001, 7.4324576E-005, 2.4234581E-008, 2.6838931E-001
 8.4000000E+002, 9.0000275E+001, 9.1993231E-001, 7.2501869E-005, 2.8444017E-008, 2.6351929E-001
 8.5200000E+002, 9.1000282E+001, 9.1907334E-001, 7.0660026E-005, 3.3355260E-008, 2.5860909E-001
 8.6400000E+002, 9.2000282E+001, 9.1823655E-001, 6.8802168E-005, 3.9080387E-008, 2.5366652E-001
 8.7600000E+002, 9.3000282E+001, 9.1742218E-001, 6.6931425E-005, 4.5748578E-008, 2.4869955E-001
 8.8800000E+002, 9.4000290E+001, 9.1663027E-001, 6.5050903E-005, 5.3508604E-008, 2.4371596E-001
 9.0000000E+002, 9.5000290E+001, 9.1586101E-001, 6.3163730E-005, 6.2531669E-008, 2.3872364E-001
 9.1200000E+002, 9.6000290E+001, 9.1511440E-001, 6.1273000E-005, 7.3014604E-008, 2.3373035E-001
 9.2400000E+002, 9.7000298E+001, 9.1439044E-001, 5.9381764E-005, 8.5183551E-008, 2.2874372E-001
 9.3600000E+002, 9.8000298E+001, 9.1368926E-001, 5.7493049E-005, 9.9298120E-008, 2.2377139E-001
 9.4800000E+002, 9.9000305E+001, 9.1301060E-001, 5.5609828E-005, 1.1565607E-007, 2.1882063E-001
 9.6000000E+002, 1.0000031E+002, 9.1235459E-001, 5.3735006E-005, 1.3459872E-007, 2.1389885E-001
 9.7200000E+002, 1.0100031E+002, 9.1172093E-001, 5.1871433E-005, 1.5651690E-007, 2.0901302E-001
 9.8400000E+002, 1.0200031E+002, 9.1110963E-001, 5.0021867E-005, 1.8185796E-007, 2.0417005E-001
 9.9600000E+002, 1.0300031E+002, 9.1052037E-001, 4.8188991E-005, 2.1113334E-007, 1.9937663E-001
 1.0080000E+003, 1.0400031E+002, 9.0995306E-001, 4.6375386E-005, 2.4492752E-007, 1.9463906E-001
 1.0200000E+003, 1.0500032E+002, 9.0940732E-001, 4.4583532E-005, 2.8390778E-007, 1.8996347E-001
 1.0320000E+003, 1.0600032E+002, 9.0888298E-001, 4.2815806E-005, 3.2883548E-007, 1.8535575E-001
 1.0440000E+003, 1.0700032E+002, 9.0837961E-001, 4.1074461E-005, 3.8057863E-007, 1.8082146E-001
 1.0560000E+003, 1.0800032E+002, 9.0789706E-001, 3.9361639E-005, 4.4012606E-007, 1.7636581E-001
 1.0680000E+003, 1.0900033E+002, 9.0743488E-001, 3.7679343E-005, 5.0860348E-007, 1.7199363E-001
 1.0800000E+003, 1.1000033E+002, 9.0699267E-001, 3.6029454E-005, 5.8729159E-007, 1.6770959E-001
 1.0920000E+003, 1.1100033E+002, 9.0657002E-001, 3.4413715E-005, 6.7764614E-007, 1.6351791E-001
 1.1040000E+003, 1.1200034E+002, 9.0616661E-001, 3.2833734E-005, 7.8132086E-007, 1.5942235E-001
 1.1160000E+003, 1.1300034E+002, 9.0578187E-001, 3.1290969E-005, 9.0019307E-007, 1.5542649E-001
 1.1280000E+003, 1.1400034E+002, 9.0541548E-001, 2.9786748E-005, 1.0363923E-006, 1.5153360E-001
 1.1400000E+003, 1.1500034E+002, 9.0506685E-001, 2.8322243E-005, 1.1923324E-006, 1.4774628E-001
 1.1520000E+003, 1.1600034E+002, 9.0473557E-001, 2.6898491E-005, 1.3707482E-006, 1.4406697E-001
 1.1640000E+003, 1.1700034E+002, 9.0442115E-001, 2.5516378E-005, 1.5747354E-006, 1.4049782E-001
 1.1760000E+003, 1.1800034E+002, 9.0412301E-001, 2.4176648E-005, 1.8077959E-006, 1.3704044E-001
 1.1880000E+003, 1.1900034E+002, 9.0384072E-001, 2.2879907E-005, 2.0738892E-006, 1.3369618E-001
 1.2000000E+003, 1.2000035E+002, 9.0357375E-001, 2.1626618E-005, 2.3774876E-006, 1.3046594E-001
 1.2120000E+003, 1.2100035E+002, 9.0332156E-001, 2.0417105E-005, 2.7236413E-006, 1.2735060E-001
 1.2240000E+003, 1.2200035E+002, 9.0308356E-001, 1.9251565E-005, 3.1180477E-006, 1.2435024E-001
 1.2360000E+003, 1.2300035E+002, 9.0285933E-001, 1.8130058E-005, 3.5671314E-006, 1.2146484E-001
 1.2480000E+003, 1.2400035E+002, 9.0264827E-001, 1.7052525E-005, 4.0781310E-006, 1.1869417E-001
 1.2600000E+003, 1.2500036E+002, 9.0244991E-001, 1.6018785E-005, 4.6591981E-006, 1.1603744E-001
 1.2720000E+003, 1.2600036E+002, 9.0226370E-001, 1.5028536E-005, 5.3195063E-006, 1.1349388E-001
 1.2840000E+003, 1.2700036E+002, 9.0208906E-001, 1.4081375E-005, 6.0693719E-006, 1.1106218E-001
 1.2960000E+003, 1.2800037E+002, 9.0192556E-001, 1.3176793E-005, 6.9203911E-006, 1.0874095E-001
 1.3080000E+003, 1.2900037E+002, 9.0177268E-001, 1.2314183E-005, 7.8855883E-006, 1.0652848E-001
 1.3200000E+003, 1.3000037E+002, 9.0162987E-001, 1.1492846E-005, 8.9795849E-006, 1.0442280E-001
 1.3320000E+003, 1.3100037E+002, 9.0149671E-001, 1.0712005E-005, 1.0218784E-005, 1.0242188E-001
 1.3440000E+003, 1.3200037E+002, 9.0137261E-001, 9.9708013E-006, 1.1621575E-005, 1.0052331E-001
 1.3560000E+003, 1.3300037E+002, 9.0125722E-001, 9.2683094E-006, 1.3208567E-005, 9.8724671E-002
 1.3680000E+003, 1.3400037E+002, 9.0115005E-001, 8.6035407E-006, 1.5002835E-005, 9.7023249E-002
 1.3800000E+003, 1.3500037E+002, 9.0105063E-001, 7.9754500E-006, 1.7030205E-005, 9.5416389E-002
 1.3920000E+003, 1.3600037E+002, 9.0095848E-001, 7.3829469E-006, 1.9319563E-005, 9.3901098E-002
 1.4040000E+003, 1.3700037E+002, 9.0087330E-001, 6.8248964E-006, 2.1903204E-005, 9.2474483E-002
 1.4160000E+003, 1.3800037E+002, 9.0079457E-001, 6.3001316E-006, 2.4817204E-005, 9.1133356E-002
 1.4280000E+003, 1.3900037E+002, 9.0072197E-001, 5.8074561E-006, 2.8101842E-005, 8.9874797E-002
 1.4400000E+003, 1.4000037E+002, 9.0065509E-001, 5.3456542E-006, 3.1802072E-005, 8.8695362E-002
 1.4520000E+003, 1.4100037E+002, 9.0059358E-001, 4.9134933E-006, 3.5968027E-005, 8.7591983E-002
 1.4640000E+003, 1.4200037E+002, 9.0053701E-001, 4.5097340E-006, 4.0655588E-005, 8.6561456E-002
 1.4760000E+003, 1.4300037E+002, 9.0048522E-001, 4.1331323E-006, 4.5927012E-005, 8.5600480E-002
 1.4880000E+003, 1.4400037E+002, 9.0043777E-001, 3.7824475E-006, 5.1851610E-005, 8.4705837E-002
 1.5000000E+003, 1.4500037E+002, 9.0039432E-001, 3.4564457E-006, 5.8506521E-005, 8.3874390E-002
 1.5120000E+003, 1.4600037E+002, 9.0035468E-001, 3.1539062E-006, 6.5977532E-005, 8.3102942E-002
 1.5240000E+003, 1.4700037E+002, 9.0031856E-001, 2.8736245E-006, 7.4360010E-005, 8.2388319E-002
 1.5360000E+003, 1.4800037E+002, 9.0028566E-001, 2.6144171E-006, 8.3759885E-005, 8.1727587E-002
 1.5480000E+003, 1.4900038E+002, 9.0025574E-001, 2.3751252E-006, 9.4294817E-005, 8.1117667E-002
 1.5600000E+003, 1.5000038E+002, 9.0022856E-001, 2.1546180E-006, 1.0609535E-004, 8.0555640E-002
 1.5720000E+003, 1.5100038E+002, 9.0020394E-001, 1.9517956E-006, 1.1930631E-004, 8.0038659E-002
 1.5840000E+003, 1.5200038E+002, 9.0018165E-001, 1.7655922E-006, 1.3408824E-004, 7.9564020E-002
 1.5960000E+003, 1.5300038E+002, 9.0016150E-001, 1.5949771E-006, 1.5061906E-004, 7.9129070E-002
 1.6080000E+003, 1.5400038E+002, 9.0014333E-001, 1.4389585E-006, 1.6909577E-004, 7.8731261E-002
 1.6200000E+003, 1.5500038E+002, 9.0012693E-001, 1.2965835E-006, 1.8973646E-004, 7.8368038E-002
 1.6320000E+003, 1.5600038E+002, 9.0011215E-001, 1.1669403E-006, 2.1278240E-004, 7.8037202E-002
 1.6440000E+003, 1.5700038E+002, 9.0009886E-001, 1.0491592E-006, 2.3850040E-004, 7.7736408E-002
 1.6560000E+003, 1.5800038E+002, 9.0008694E-001, 9.4241295E-007, 2.6718536E-004, 7.7463470E-002
 1.6680000E+003, 1.5900038E+002, 9.0007621E-001, 8.4591750E-007, 2.9916302E-004, 7.7216499E-002
 1.6800000E+003, 1.6000038E+002, 9.0006661E-001, 7.5893229E-007, 3.3479306E-004, 7.6993532E-002
 1.6920000E+003, 1.6100038E+002, 9.0005797E-001, 6.8075997E-007, 3.7447241E-004, 7.6792754E-002
 1.7040000E+003, 1.6200038E+002, 9.0005022E-001, 6.1074672E-007, 4.1863896E-004, 7.6612361E-002
 1.7160000E+003, 1.6300038E+002, 9.0004331E-001, 5.4828138E-007, 4.6777536E-004, 7.6451033E-002
 1.7280000E+003, 1.6400038E+002, 9.0003705E-001, 4.9279538E-007, 5.2241364E-004, 7.6307036E-002
 1.7400000E+003, 1.6500038E+002, 9.0003145E-001, 4.4376173E-007, 5.8313977E-004, 7.6179080E-002
 1.7520000E+003, 1.6600038E+002, 9.0002638E-001, 4.0069466E-007, 6.5059878E-004, 7.6065861E-002
 1.7640000E+003, 1.6700038E+002, 9.0002179E-001, 3.6314850E-007, 7.2550063E-004, 7.5966269E-002
 1.7760000E+003, 1.6800038E+002, 9.0001762E-001, 3.3071694E-007, 8.0862601E-004, 7.5879142E-002
 1.7880000E+003, 1.6900038E+002, 9.0001386E-001, 3.0303212E-007, 9.0083340E-004, 7.5803675E-002
 1.8000000E+003, 1.7000038E+002, 9.0001035E-001, 2.7976353E-007, 1.0030661E-003, 7.5738698E-002
 1.8120000E+003, 1.7100038E+002, 9.0000713E-001, 2.6061721E-007, 1.1163601E-003, 7.5683527E-002
 1.8240000E+003, 1.7200038E+002, 9.0000409E-001, 2.4533472E-007, 1.2418529E-003, 7.5637504E-002
 1.8360000E+003, 1.7300038E+002, 9.0000123E-001, 2.3369229E-007, 1.3807929E-003, 7.5599909E-002
 1.8480000E+003, 1.7400038E+002, 8.9999849E-001, 2.2549993E-007, 1.5345492E-003, 7.5570151E-002
 1.8600000E+003, 1.7500038E+002, 8.9999580E-001, 2.2060063E-007, 1.7046231E-003, 7.5547867E-002
 1.8720000E+003, 1.7600038E+002, 8.9999312E-001, 2.1886967E-007, 1.8926596E-003, 7.5532518E-002
 1.8840000E+003, 1.7700038E+002, 8.9999050E-001, 2.2021402E-007, 2.1004609E-003, 7.5523823E-002
 1.8960000E+003, 1.7800038E+002, 8.9998788E-001, 2.2457179E-007, 2.3300005E-003, 7.5521454E-002
 1.9080000E+003, 1.7900038E+002, 8.9998513E-001, 2.3191191E-007, 2.5834381E-003, 7.5525351E-002
 1.9200000E+003, 1.8000038E+002, 8.9998227E-001, 2.4223382E-007, 2.8631359E-003, 7.5535163E-002
 1.9320000E+003, 1.8100038E+002, 8.9997929E-001, 2.5556744E-007, 3.1716779E-003, 7.5550966E-002
 1.9440000E+003, 1.8200038E+002, 8.9997613E-001, 2.7197316E-007, 3.5118882E-003, 7.5572677E-002
 1.9560000E+003, 1.8300038E+002, 8.9997274E-001, 2.9154208E-007, 3.8868519E-003, 7.5600341E-002
 1.9680000E+003, 1.8400038E+002, 8.9996910E-001, 3.1439640E-007, 4.2999391E-003, 7.5634137E-002
 1.9800000E+003, 1.8500038E+002, 8.9996517E-001, 3.4069009E-007, 4.7548288E-003, 7.5674243E-002
 1.9920000E+003, 1.8600038E+002, 8.9996094E-001, 3.7060948E-007, 5.2555338E-003, 7.5720809E-002
 2.0040000E+003, 1.8700038E+002, 8.9995629E-001, 4.0437450E-007, 5.8064340E-003, 7.5774208E-002
 2.0160000E+003, 1.8800038E+002, 8.9995122E-001, 4.4223970E-007, 6.4123026E-003, 7.5834781E-002
 2.0280000E+003, 1.8900038E+002, 8.9994568E-001, 4.8449567E-007, 7.0783417E-003, 7.5902909E-002
 2.0400000E+003, 1.9000038E+002, 8.9993954E-001, 5.3147090E-007, 7.8102201E-003, 7.5979136E-002
 2.0520000E+003, 1.9100038E+002, 8.9993286E-001, 5.8353345E-007, 8.6141089E-003, 7.6064125E-002
 2.0640000E+003, 1.9200038E+002, 8.9992553E-001, 6.4109344E-007, 9.4967270E-003, 7.6158427E-002
 2.0760000E+003, 1.9300038E+002, 8.9991748E-001, 7.0460504E-007, 1.0465384E-002, 7.6262698E-002
 2.0880000E+003, 1.9400038E+002, 8.9990860E-001, 7.7456968E-007, 1.1528029E-002, 7.6377973E-002
 2.1000000E+003, 1.9500038E+002, 8.9989883E-001, 8.5153891E-007, 1.2693308E-002, 7.6504827E-002
 2.1120000E+003, 1.9600038E+002, 8.9988810E-001, 9.3611749E-007, 1.3970613E-002, 7.6644503E-002
 2.1240000E+003, 1.9700038E+002, 8.9987636E-001, 1.0289674E-006, 1.5370150E-002, 7.6797910E-002
 2.1360000E+003, 1.9800038E+002, 8.9986342E-001, 1.1308119E-006, 1.6902998E-002, 7.6966383E-002
 2.1480000E+003, 1.9900038E+002, 8.9984918E-001, 1.2424397E-006, 1.8581184E-002, 7.7151120E-002
 2.1600000E+003, 2.0000038E+002, 8.9983356E-001, 1.3647094E-006, 2.0417761E-002, 7.7353612E-002
 2.1720000E+003, 2.0100038E+002, 8.9981633E-001, 1.4985555E-006, 2.2426881E-002, 7.7575259E-002
 2.1840000E+003, 2.0200038E+002, 8.9979750E-001, 1.6449936E-006, 2.4623888E-002, 7.7817798E-002
 2.1960000E+003, 2.0300038E+002, 8.9977682E-001, 1.8051262E-006, 2.7025415E-002, 7.8083090E-002
 2.2080000E+003, 2.0400038E+002, 8.9975411E-001, 1.9801491E-006, 2.9649476E-002, 7.8373089E-002
 2.2200000E+003, 2.0500038E+002, 8.9972925E-001, 2.1713597E-006, 3.2515578E-002, 7.8690037E-002
 2.2320000E+003, 2.0600038E+002, 8.9970195E-001, 2.3801624E-006, 3.5644840E-002, 7.9036132E-002
 2.2440000E+003, 2.0700038E+002, 8.9967203E-001, 2.6080791E-006, 3.9060108E-002, 7.9413839E-002
 2.2560000E+003, 2.0800038E+002, 8.9963925E-001, 2.8567556E-006, 4.2786092E-002, 7.9826005E-002
 2.2680000E+003, 2.0900038E+002, 8.9960337E-001, 3.1279733E-006, 4.6849508E-002, 8.0275536E-002
 2.2800000E+003, 2.1000038E+002, 8.9956409E-001, 3.4236571E-006, 5.1279228E-002, 8.0765598E-002
 2.2920000E+003, 2.1100038E+002, 8.9952111E-001, 3.7458869E-006, 5.6106444E-002, 8.1299722E-002
 2.3040000E+003, 2.1200037E+002, 8.9947408E-001, 4.0969098E-006, 6.1364830E-002, 8.1881508E-002
 2.3160000E+003, 2.1300037E+002, 8.9942265E-001, 4.4791509E-006, 6.7090735E-002, 8.2515009E-002
 2.3280000E+003, 2.1400037E+002, 8.9936644E-001, 4.8952279E-006, 7.3323384E-002, 8.3204553E-002
 2.3400000E+003, 2.1500037E+002, 8.9930499E-001, 5.3479630E-006, 8.0105066E-002, 8.3954930E-002
 2.3520000E+003, 2.1600037E+002, 8.9923793E-001, 5.8403998E-006, 8.7481380E-002, 8.4771037E-002
 2.3640000E+003, 2.1700037E+002, 8.9916468E-001, 6.3758171E-006, 9.5501445E-002, 8.5658342E-002
 2.3760000E+003, 2.1800037E+002, 8.9908469E-001, 6.9577472E-006, 1.0421819E-001, 8.6622782E-002
 2.3880000E+003, 2.1900037E+002, 8.9899749E-001, 7.5899925E-006, 1.1368857E-001, 8.7670460E-002
 2.4000000E+003, 2.2000037E+002, 8.9890230E-001, 8.2766455E-006, 1.2397388E-001, 8.8808298E-002
 2.4120000E+003, 2.2100037E+002, 8.9879858E-001, 9.0221074E-006, 1.3514008E-001, 9.0043567E-002
 2.4240000E+003, 2.2200037E+002, 8.9868551E-001, 9.8311093E-006, 1.4725801E-001, 9.1384120E-002
 2.4360000E+003, 2.2300037E+002, 8.9856237E-001, 1.0708738E-005, 1.6040386E-001, 9.2838317E-002
 2.4480000E+003, 2.2400037E+002, 8.9842820E-001, 1.1660452E-005, 1.7465943E-001, 9.4415188E-002
 2.4600000E+003, 2.2500037E+002, 8.9828217E-001, 1.2692116E-005, 1.9011253E-001, 9.6124530E-002
 2.4720000E+003, 2.2600037E+002, 8.9812326E-001, 1.3810018E-005, 2.0685738E-001, 9.7976670E-002
 2.4840000E+003, 2.2700037E+002, 8.9795035E-001, 1.5020903E-005, 2.2499500E-001, 9.9982820E-002
 2.4960000E+003, 2.2800037E+002, 8.9776236E-001, 1.6332000E-005, 2.4463367E-001, 1.0215490E-001
 2.5080000E+003, 2.2900037E+002, 8.9755791E-001, 1.7751052E-005, 2.6588935E-001, 1.0450578E-001
 2.5200000E+003, 2.3000037E+002, 8.9733583E-001, 1.9286344E-005, 2.8888619E-001, 1.0704909E-001
 2.5320000E+003, 2.3100037E+002, 8.9709455E-001, 2.0946745E-005, 3.1375700E-001, 1.0979960E-001
 2.5440000E+003, 2.3200035E+002, 8.9683253E-001, 2.2741731E-005, 3.4064376E-001, 1.1277299E-001
 2.5560000E+003, 2.3300035E+002, 8.9654815E-001, 2.4681432E-005, 3.6969817E-001, 1.1598596E-001
 2.5680000E+003, 2.3400035E+002, 8.9623958E-001, 2.6776659E-005, 4.0108213E-001, 1.1945644E-001
 2.5800000E+003, 2.3500035E+002, 8.9590484E-001, 2.9038945E-005, 4.3496847E-001, 1.2320347E-001
 2.5920000E+003, 2.3600035E+002, 8.9554191E-001, 3.1480587E-005, 4.7154129E-001, 1.2724741E-001
 2.6040000E+003, 2.3700035E+002, 8.9514852E-001, 3.4114677E-005, 5.1099682E-001, 1.3160998E-001
 2.6160000E+003, 2.3800035E+002, 8.9472228E-001, 3.6955153E-005, 5.5354369E-001, 1.3631417E-001
 2.6280000E+003, 2.3900034E+002, 8.9426064E-001, 4.0016832E-005, 5.9940398E-001, 1.4138456E-001
 2.6400000E+003, 2.4000034E+002, 8.9376092E-001, 4.3315449E-005, 6.4881331E-001, 1.4684708E-001
 2.6520000E+003, 2.4100034E+002, 8.9322007E-001, 4.6867710E-005, 7.0202190E-001, 1.5272932E-001
 2.6640000E+003, 2.4200034E+002, 8.9263493E-001, 5.0691309E-005, 7.5929481E-001, 1.5906079E-001
 2.6760000E+003, 2.4300034E+002, 8.9200222E-001, 5.4804983E-005, 8.2091272E-001, 1.6587211E-001
 2.6880000E+003, 2.4400032E+002, 8.9131832E-001, 5.9228551E-005, 8.8717240E-001, 1.7319641E-001
 2.7000000E+003, 2.4500032E+002, 8.9057940E-001, 6.3982923E-005, 9.5838720E-001, 1.8106808E-001
 2.7120000E+003, 2.4600032E+002, 8.8978130E-001, 6.9090158E-005, 1.0348874E+000, 1.8952344E-001
 2.7240000E+003, 2.4700031E+002, 8.8891965E-001, 7.4573480E-005, 1.1170211E+000, 1.9860117E-001
 2.7360000E+003, 2.4800031E+002, 8.8798988E-001, 8.0457292E-005, 1.2051535E+000, 2.0834140E-001
 2.7480000E+003, 2.4900031E+002, 8.8698691E-001, 8.6767192E-005, 1.2996681E+000, 2.1878648E-001
 2.7600000E+003, 2.5000029E+002, 8.8590556E-001, 9.3529969E-005, 1.4009664E+000, 2.2998060E-001
 2.7720000E+003, 2.5100029E+002, 8.8474023E-001, 1.0077364E-004, 1.5094677E+000, 2.4197015E-001
 2.7840000E+003, 2.5200029E+002, 8.8348490E-001, 1.0852735E-004, 1.6256092E+000, 2.5480315E-001
