s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 2.7600000E+003, 2.5000038E+002, 8.9999932E-001, 1.3108805E-008, 1.9635413E-004, 7.5110659E-002
 2.7720000E+003, 2.5100038E+002, 8.9999914E-001, 1.6506007E-008, 2.4724012E-004, 7.5116284E-002
 2.7840000E+003, 2.5200038E+002, 8.9999890E-001, 2.0765373E-008, 3.1104032E-004, 7.5123377E-002
 2.7960000E+003, 2.5300038E+002, 8.9999866E-001, 2.6101079E-008, 3.9096276E-004, 7.5132281E-002
 2.8080000E+003, 2.5400038E+002, 8.9999831E-001, 3.2779347E-008, 4.9099518E-004, 7.5143389E-002
 2.8200000E+003, 2.5500038E+002, 8.9999783E-001, 4.1130821E-008, 6.1609026E-004, 7.5157255E-002
 2.8320000E+003, 2.5600037E+002, 8.9999729E-001, 5.1565809E-008, 7.7239377E-004, 7.5174585E-002
 2.8440000E+003, 2.5700037E+002, 8.9999658E-001, 6.4593046E-008, 9.6752605E-004, 7.5196348E-002
 2.8560000E+003, 2.5800037E+002, 8.9999574E-001, 8.0842767E-008, 1.2109274E-003, 7.5223289E-002
 2.8680000E+003, 2.5900037E+002, 8.9999467E-001, 1.0109510E-007, 1.5142830E-003, 7.5257033E-002
 2.8800000E+003, 2.6000037E+002, 8.9999330E-001, 1.2631492E-007, 1.8920455E-003, 7.5298943E-002
 2.8920000E+003, 2.6100037E+002, 8.9999157E-001, 1.5769457E-007, 2.3620748E-003, 7.5351261E-002
 2.9040000E+003, 2.6200037E+002, 8.9998949E-001, 1.9670634E-007, 2.9464243E-003, 7.5416155E-002
 2.9160000E+003, 2.6300037E+002, 8.9998686E-001, 2.4516666E-007, 3.6723015E-003, 7.5496800E-002
 2.9280000E+003, 2.6400037E+002, 8.9998353E-001, 3.0531479E-007, 4.5732483E-003, 7.5596951E-002
 2.9400000E+003, 2.6500037E+002, 8.9997947E-001, 3.7990890E-007, 5.6905784E-003, 7.5721063E-002
 2.9520000E+003, 2.6600037E+002, 8.9997435E-001, 4.7234371E-007, 7.0751407E-003, 7.5874895E-002
 2.9640000E+003, 2.6700037E+002, 8.9996803E-001, 5.8679393E-007, 8.7894667E-003, 7.6065443E-002
 2.9760000E+003, 2.6800037E+002, 8.9996016E-001, 7.2838935E-007, 1.0910396E-002, 7.6300964E-002
 2.9880000E+003, 2.6900037E+002, 8.9995039E-001, 9.0342826E-007, 1.3532269E-002, 7.6592326E-002
 3.0000000E+003, 2.7000037E+002, 8.9993829E-001, 1.1196375E-006, 1.6770823E-002, 7.6952092E-002
 3.0120000E+003, 2.7100037E+002, 8.9992332E-001, 1.3864889E-006, 2.0767935E-002, 7.7396162E-002
 3.0240000E+003, 2.7200037E+002, 8.9990479E-001, 1.7155833E-006, 2.5697373E-002, 7.7943794E-002
 3.0360000E+003, 2.7300037E+002, 8.9988184E-001, 2.1211183E-006, 3.1771801E-002, 7.8618668E-002
 3.0480000E+003, 2.7400037E+002, 8.9985353E-001, 2.6204552E-006, 3.9251264E-002, 7.9449475E-002
 3.0600000E+003, 2.7500037E+002, 8.9981848E-001, 3.2348050E-006, 4.8453487E-002, 8.0471791E-002
 3.0720000E+003, 2.7600037E+002, 8.9977533E-001, 3.9900624E-006, 5.9766330E-002, 8.1728570E-002
 3.0840000E+003, 2.7700037E+002, 8.9972204E-001, 4.9178093E-006, 7.3662862E-002, 8.3272330E-002
 3.0960000E+003, 2.7800037E+002, 8.9965641E-001, 6.0565330E-006, 9.0719581E-002, 8.5167095E-002
 3.1080000E+003, 2.7900037E+002, 8.9957565E-001, 7.4530917E-006, 1.1163834E-001, 8.7490886E-002
 3.1200000E+003, 2.8000037E+002, 8.9947629E-001, 9.1644797E-006, 1.3727288E-001, 9.0338483E-002
 3.1320000E+003, 2.8100037E+002, 8.9935416E-001, 1.1259950E-005, 1.6866051E-001, 9.3825132E-002
 3.1440000E+003, 2.8200037E+002, 8.9920413E-001, 1.3823566E-005, 2.0706040E-001, 9.8090723E-002
 3.1560000E+003, 2.8300037E+002, 8.9902008E-001, 1.6957250E-005, 2.5399920E-001, 1.0330468E-001
 3.1680000E+003, 2.8400037E+002, 8.9879435E-001, 2.0784426E-005, 3.1132567E-001, 1.0967242E-001
 3.1800000E+003, 2.8500037E+002, 8.9851785E-001, 2.5454357E-005, 3.8127565E-001, 1.1744234E-001
 3.1920000E+003, 2.8600034E+002, 8.9817929E-001, 3.1147301E-005, 4.6654910E-001, 1.2691422E-001
 3.2040000E+003, 2.8700034E+002, 8.9776528E-001, 3.8080576E-005, 5.7040119E-001, 1.3844949E-001
 3.2160000E+003, 2.8800034E+002, 8.9725929E-001, 4.6515710E-005, 6.9674933E-001, 1.5248337E-001
 3.2280000E+003, 2.8900034E+002, 8.9664155E-001, 5.6766774E-005, 8.5029799E-001, 1.6953819E-001
 3.2400000E+003, 2.9000031E+002, 8.9588803E-001, 6.9210037E-005, 1.0366831E+000, 1.9023977E-001
 3.2520000E+003, 2.9100031E+002, 8.9496982E-001, 8.4295025E-005, 1.2626381E+000, 2.1533594E-001
 3.2640000E+003, 2.9200027E+002, 8.9385211E-001, 1.0255701E-004, 1.5361806E+000, 2.4571690E-001
 3.2760000E+003, 2.9300027E+002, 8.9249301E-001, 1.2463091E-004, 1.8668209E+000, 2.8243855E-001
 3.2880000E+003, 2.9400024E+002, 8.9084250E-001, 1.5126630E-004, 2.2657871E+000, 3.2674760E-001
 3.3000000E+003, 2.9500021E+002, 8.8884056E-001, 1.8334319E-004, 2.7462604E+000, 3.8010710E-001
 3.3120000E+003, 2.9600018E+002, 8.8641602E-001, 2.2188755E-004, 3.3236084E+000, 4.4422314E-001
 3.3240000E+003, 2.9700015E+002, 8.8348424E-001, 2.6808534E-004, 4.0155959E+000, 5.2106720E-001
 3.3360000E+003, 2.9800009E+002, 8.7994546E-001, 3.2329289E-004, 4.8425388E+000, 6.1289382E-001
 3.3480000E+003, 2.9900003E+002, 8.7568247E-001, 3.8904019E-004, 5.8273540E+000, 7.2224551E-001
 3.3600000E+003, 2.9999997E+002, 8.7055886E-001, 4.6702253E-004, 6.9954352E+000, 8.5193896E-001
 3.3720000E+003, 3.0099988E+002, 8.6441684E-001, 5.5907381E-004, 8.3742533E+000, 1.0050197E+000
 3.3840000E+003, 3.0199979E+002, 8.5707611E-001, 6.6711259E-004, 9.9925442E+000, 1.1846720E+000
 3.3960000E+003, 3.0299969E+002, 8.4833336E-001, 7.9304853E-004, 1.1878913E+001, 1.3940629E+000
 3.4080000E+003, 3.0399954E+002, 8.3796299E-001, 9.3863485E-004, 1.4059621E+001, 1.6360953E+000
 3.4200000E+003, 3.0499942E+002, 8.2572037E-001, 1.1052489E-003, 1.6555300E+001, 1.9130424E+000
 3.4320000E+003, 3.0599924E+002, 8.1134820E-001, 1.2935818E-003, 1.9376299E+001, 2.2260299E+000
 3.4440000E+003, 3.0699905E+002, 7.9458696E-001, 1.5032204E-003, 2.2516434E+001, 2.5743392E+000
 3.4560000E+003, 3.0799887E+002, 7.7519137E-001, 1.7321132E-003, 2.5944971E+001, 2.9545183E+000
 3.4680000E+003, 3.0899866E+002, 7.5295377E-001, 1.9759294E-003, 2.9597046E+001, 3.3593147E+000
 3.4800000E+003, 3.0999844E+002, 7.2773570E-001, 2.2273571E-003, 3.3363129E+001, 3.7765086E+000
 3.4920000E+003, 3.1099820E+002, 6.9950753E-001, 2.4754386E-003, 3.7079094E+001, 4.1878090E+000
 3.5040000E+003, 3.1199802E+002, 6.6839582E-001, 2.7051226E-003, 4.0519482E+001, 4.5681138E+000
 3.5160000E+003, 3.1299783E+002, 6.3473207E-001, 2.8973019E-003, 4.3398098E+001, 4.8855824E+000
 3.5280000E+003, 3.1399774E+002, 5.9909791E-001, 3.0296973E-003, 4.5381222E+001, 5.1031160E+000
 3.5400000E+003, 3.1499768E+002, 5.6235123E-001, 3.0789671E-003, 4.6119225E+001, 5.1818824E+000
 3.5520000E+003, 3.1599774E+002, 5.2561945E-001, 3.0243059E-003, 4.5300461E+001, 5.0873165E+000
 3.5640000E+003, 3.1699789E+002, 4.9023965E-001, 2.8524315E-003, 4.2725994E+001, 4.7974286E+000
 3.5760000E+003, 3.1799814E+002, 4.5763525E-001, 2.5631869E-003, 3.8393456E+001, 4.3121209E+000
 3.5880000E+003, 3.1899850E+002, 4.2912859E-001, 2.1740897E-003, 3.2565247E+001, 3.6607482E+000
 3.6000000E+003, 3.1999890E+002, 4.0571752E-001, 1.7214440E-003, 2.5785158E+001, 2.9039371E+000
 3.6120000E+003, 3.2099930E+002, 3.8787124E-001, 1.2557409E-003, 1.8809488E+001, 2.1259036E+000
 3.6240000E+003, 3.2199966E+002, 3.7541965E-001, 8.3079288E-004, 1.2444278E+001, 1.4163334E+000
 3.6360000E+003, 3.2299997E+002, 3.6759895E-001, 4.8931414E-004, 7.3293366E+000, 8.4635514E-001
 3.6480000E+003, 3.2400018E+002, 3.6326286E-001, 2.5095194E-004, 3.7589581E+000, 4.4861016E-001
 3.6600000E+003, 3.2500031E+002, 3.6118910E-001, 1.0917372E-004, 1.6352910E+000, 2.1208742E-001
 3.6720000E+003, 3.2600037E+002, 3.6035654E-001, 3.9054379E-005, 5.8498758E-001, 9.5135391E-002
 3.6840000E+003, 3.2700040E+002, 3.6008477E-001, 1.1072327E-005, 1.6585013E-001, 4.8473567E-002
 3.6960000E+003, 3.2800040E+002, 3.6001530E-001, 2.3815332E-006, 3.5672501E-002, 3.3983797E-002
 3.7080000E+003, 3.2900040E+002, 3.6000198E-001, 3.6902406E-007, 5.5275369E-003, 3.0629227E-002
 3.7200000E+003, 3.3000040E+002, 3.6000016E-001, 3.8746666E-008, 5.8037846E-004, 3.0078785E-002
 3.7320000E+003, 3.3100040E+002, 3.6000001E-001, 2.5640299E-009, 3.8406080E-005, 3.0018669E-002
 3.7440000E+003, 3.3200040E+002, 3.6000001E-001, 9.8156240E-011, 1.4702623E-006, 3.0014465E-002
 3.7560000E+003, 3.3300040E+002, 3.6000001E-001, 1.9709481E-012, 2.9522432E-008, 3.0014176E-002
 3.7680000E+003, 3.3400040E+002, 3.6000001E-001, 2.7829261E-014, 4.1684883E-010, 3.0014087E-002
 3.7800000E+003, 3.3500040E+002, 3.6000001E-001, 1.3394445E-014, 2.0063266E-010, 3.0014284E-002
 3.7920000E+003, 3.3600040E+002, 3.6000001E-001, 1.8472078E-014, 2.7668948E-010, 3.0014098E-002
 3.8040000E+003, 3.3700040E+002, 3.6000001E-001, 2.5577086E-014, 3.8311398E-010, 3.0013984E-002
 3.8160000E+003, 3.3800040E+002, 3.6000001E-001, 3.5377402E-014, 5.2991089E-010, 3.0014211E-002
 3.8280000E+003, 3.3900040E+002, 3.6000001E-001, 4.8881045E-014, 7.3217926E-010, 3.0014062E-002
 3.8400000E+003, 3.4000040E+002, 3.6000001E-001, 6.7467882E-014, 1.0105876E-009, 3.0014386E-002
 3.8520000E+003, 3.4100040E+002, 3.6000001E-001, 9.3024607E-014, 1.3933967E-009, 3.0014096E-002
 3.8640000E+003, 3.4200040E+002, 3.6000001E-001, 1.2812832E-013, 1.9192079E-009, 3.0014321E-002
 3.8760000E+003, 3.4300040E+002, 3.6000001E-001, 1.7629541E-013, 2.6406932E-009, 3.0014338E-002
 3.8880000E+003, 3.4400040E+002, 3.6000001E-001, 2.4231916E-013, 3.6296495E-009, 3.0014262E-002
 3.9000000E+003, 3.4500040E+002, 3.6000001E-001, 3.3272663E-013, 4.9838444E-009, 3.0014100E-002
 3.9120000E+003, 3.4600040E+002, 3.6000001E-001, 4.5639675E-013, 6.8362742E-009, 3.0014159E-002
 3.9240000E+003, 3.4700040E+002, 3.6000001E-001, 6.2539568E-013, 9.3676746E-009, 3.0014178E-002
 3.9360000E+003, 3.4800040E+002, 3.6000001E-001, 8.5610430E-013, 1.2823413E-008, 3.0014278E-002
 3.9480000E+003, 3.4900040E+002, 3.6000001E-001, 1.1707391E-012, 1.7536262E-008, 3.0013924E-002
 3.9600000E+003, 3.5000040E+002, 3.6000001E-001, 1.5994006E-012, 2.3957098E-008, 3.0014081E-002
 3.9720000E+003, 3.5100040E+002, 3.6000001E-001, 2.1828316E-012, 3.2696192E-008, 3.0014073E-002
 3.9840000E+003, 3.5200040E+002, 3.6000001E-001, 2.9761246E-012, 4.4578766E-008, 3.0014224E-002
 3.9960000E+003, 3.5300040E+002, 3.6000001E-001, 4.0537031E-012, 6.0719600E-008, 3.0014051E-002
 4.0080000E+003, 3.5400040E+002, 3.6000001E-001, 5.5160074E-012, 8.2623153E-008, 3.0014182E-002
 4.0200000E+003, 3.5500040E+002, 3.6000001E-001, 7.4984550E-012, 1.1231783E-007, 3.0013995E-002
 4.0320000E+003, 3.5600040E+002, 3.6000001E-001, 1.0183447E-011, 1.5253579E-007, 3.0014250E-002
 4.0440000E+003, 3.5700040E+002, 3.6000001E-001, 1.3816435E-011, 2.0695357E-007, 3.0014144E-002
 4.0560000E+003, 3.5800040E+002, 3.5999998E-001, 1.8727391E-011, 2.8051380E-007, 3.0014167E-002
 4.0680000E+003, 3.5900040E+002, 3.5999998E-001, 2.5359501E-011, 3.7985481E-007, 3.0014122E-002
 4.0800000E+003, 3.6000040E+002, 3.5999998E-001, 3.4307432E-011, 5.1388406E-007, 3.0014411E-002
 4.0920000E+003, 3.6100040E+002, 3.5999998E-001, 4.6368367E-011, 6.9454234E-007, 3.0014519E-002
 4.1040000E+003, 3.6200040E+002, 3.5999998E-001, 6.2609959E-011, 9.3782188E-007, 3.0014236E-002
 4.1160000E+003, 3.6300040E+002, 3.5999998E-001, 8.4460765E-011, 1.2651205E-006, 3.0014254E-002
 4.1280000E+003, 3.6400040E+002, 3.5999998E-001, 1.1383045E-010, 1.7050432E-006, 3.0014185E-002
 4.1400000E+003, 3.6500040E+002, 3.5999998E-001, 1.5326951E-010, 2.2957927E-006, 3.0014582E-002
 4.1520000E+003, 3.6600040E+002, 3.5999998E-001, 2.0618106E-010, 3.0883441E-006, 3.0014494E-002
 4.1640000E+003, 3.6700040E+002, 3.5999998E-001, 2.7710181E-010, 4.1506519E-006, 3.0014468E-002
 4.1760000E+003, 3.6800040E+002, 3.5999998E-001, 3.7207415E-010, 5.5732230E-006, 3.0014735E-002
 4.1880000E+003, 3.6900040E+002, 3.5999998E-001, 4.9913840E-010, 7.4764926E-006, 3.0014874E-002
 4.2000000E+003, 3.7000040E+002, 3.5999998E-001, 6.6898392E-010, 1.0020574E-005, 3.0015124E-002
 4.2120000E+003, 3.7100040E+002, 3.5999995E-001, 8.9580909E-010, 1.3418143E-005, 3.0015482E-002
 4.2240000E+003, 3.7200040E+002, 3.5999995E-001, 1.1984562E-009, 1.7951432E-005, 3.0015465E-002
 4.2360000E+003, 3.7300040E+002, 3.5999992E-001, 1.6019081E-009, 2.3994657E-005, 3.0016024E-002
 4.2480000E+003, 3.7400040E+002, 3.5999992E-001, 2.1392599E-009, 3.2043539E-005, 3.0016715E-002
 4.2600000E+003, 3.7500040E+002, 3.5999990E-001, 2.8543148E-009, 4.2754204E-005, 3.0017482E-002
 4.2720000E+003, 3.7600040E+002, 3.5999984E-001, 3.8049972E-009, 5.6994279E-005, 3.0018570E-002
 4.2840000E+003, 3.7700040E+002, 3.5999978E-001, 5.0678377E-009, 7.5910109E-005, 3.0020284E-002
 4.2960000E+003, 3.7800040E+002, 3.5999972E-001, 6.7438628E-009, 1.0101495E-004, 3.0021993E-002
 4.3080000E+003, 3.7900040E+002, 3.5999963E-001, 8.9663184E-009, 1.3430466E-004, 3.0024819E-002
 4.3200000E+003, 3.8000040E+002, 3.5999951E-001, 1.1910796E-008, 1.7840939E-004, 3.0028038E-002
 4.3320000E+003, 3.8100040E+002, 3.5999933E-001, 1.5808485E-008, 2.3679208E-004, 3.0033076E-002
 4.3440000E+003, 3.8200040E+002, 3.5999912E-001, 2.0963526E-008, 3.1400842E-004, 3.0038914E-002
 4.3560000E+003, 3.8300040E+002, 3.5999882E-001, 2.7775680E-008, 4.1604627E-004, 3.0047100E-002
 4.3680000E+003, 3.8400040E+002, 3.5999843E-001, 3.6769947E-008, 5.5076956E-004, 3.0057287E-002
 4.3800000E+003, 3.8500040E+002, 3.5999793E-001, 4.8635226E-008, 7.2849717E-004, 3.0071225E-002
 4.3920000E+003, 3.8600040E+002, 3.5999727E-001, 6.4274708E-008, 9.6275774E-004, 3.0089805E-002
 4.4040000E+003, 3.8700040E+002, 3.5999638E-001, 8.4871544E-008, 1.2712736E-003, 3.0113863E-002
 4.4160000E+003, 3.8800040E+002, 3.5999519E-001, 1.1197434E-007, 1.6772408E-003, 3.0145532E-002
 4.4280000E+003, 3.8900040E+002, 3.5999364E-001, 1.4760832E-007, 2.2109949E-003, 3.0187564E-002
 4.4400000E+003, 3.9000040E+002, 3.5999161E-001, 1.9441984E-007, 2.9121751E-003, 3.0242192E-002
 4.4520000E+003, 3.9100040E+002, 3.5998893E-001, 2.5586397E-007, 3.8325344E-003, 3.0314164E-002
 4.4640000E+003, 3.9200040E+002, 3.5998538E-001, 3.3644793E-007, 5.0395853E-003, 3.0409144E-002
 4.4760000E+003, 3.9300040E+002, 3.5998076E-001, 4.4204654E-007, 6.6213254E-003, 3.0533032E-002
 4.4880000E+003, 3.9400040E+002, 3.5997465E-001, 5.8031077E-007, 8.6923577E-003, 3.0695258E-002
 4.5000000E+003, 3.9500040E+002, 3.5996664E-001, 7.6119647E-007, 1.1401807E-002, 3.0907499E-002
 4.5120000E+003, 3.9600040E+002, 3.5995615E-001, 9.9764748E-007, 1.4943560E-002, 3.1184966E-002
 4.5240000E+003, 3.9700040E+002, 3.5994241E-001, 1.3064783E-006, 1.9569473E-002, 3.1547360E-002
 4.5360000E+003, 3.9800040E+002, 3.5992444E-001, 1.7095120E-006, 2.5606435E-002, 3.2020193E-002
 4.5480000E+003, 3.9900040E+002, 3.5990089E-001, 2.2350475E-006, 3.3478320E-002, 3.2636829E-002
 4.5600000E+003, 4.0000040E+002, 3.5987014E-001, 2.9197458E-006, 4.3734282E-002, 3.3440351E-002
 4.5720000E+003, 4.0100040E+002, 3.5982999E-001, 3.8110581E-006, 5.7085063E-002, 3.4486532E-002
 4.5840000E+003, 4.0200040E+002, 3.5977760E-001, 4.9703362E-006, 7.4449658E-002, 3.5846759E-002
 4.5960000E+003, 4.0300040E+002, 3.5970929E-001, 6.4768219E-006, 9.7015001E-002, 3.7614293E-002
 4.6080000E+003, 4.0400040E+002, 3.5962033E-001, 8.4327430E-006, 1.2631235E-001, 3.9909303E-002
 4.6200000E+003, 4.0500040E+002, 3.5950458E-001, 1.0969812E-005, 1.6431460E-001, 4.2885769E-002
 4.6320000E+003, 4.0600040E+002, 3.5935405E-001, 1.4257492E-005, 2.1356007E-001, 4.6743467E-002
 4.6440000E+003, 4.0700040E+002, 3.5915849E-001, 1.8513454E-005, 2.7730927E-001, 5.1737219E-002
 4.6560000E+003, 4.0800040E+002, 3.5890469E-001, 2.4016774E-005, 3.5974237E-001, 5.8194008E-002
 4.6680000E+003, 4.0900040E+002, 3.5857561E-001, 3.1124451E-005, 4.6620682E-001, 6.6533700E-002
 4.6800000E+003, 4.1000037E+002, 3.5814941E-001, 4.0291965E-005, 6.0352516E-001, 7.7289358E-002
 4.6920000E+003, 4.1100037E+002, 3.5759798E-001, 5.2098545E-005, 7.8037351E-001, 9.1141276E-002
 4.7040000E+003, 4.1200037E+002, 3.5688543E-001, 6.7277848E-005, 1.0077412E+000, 1.0894997E-001
 4.7160000E+003, 4.1300034E+002, 3.5596597E-001, 8.6754459E-005, 1.2994773E+000, 1.3179986E-001
 4.7280000E+003, 4.1400034E+002, 3.5478133E-001, 1.1168612E-004, 1.6729238E+000, 1.6104876E-001
 4.7400000E+003, 4.1500031E+002, 3.5325769E-001, 1.4351064E-004, 2.1496167E+000, 1.9838299E-001
 4.7520000E+003, 4.1600027E+002, 3.5130212E-001, 1.8399429E-004, 2.7560129E+000, 2.4587335E-001
 4.7640000E+003, 4.1700024E+002, 3.4879825E-001, 2.3527577E-004, 3.5241480E+000, 3.0602816E-001
 4.7760000E+003, 4.1800021E+002, 3.4560162E-001, 2.9989416E-004, 4.4920540E+000, 3.8182288E-001
 4.7880000E+003, 4.1900015E+002, 3.4153500E-001, 3.8078125E-004, 5.7036448E+000, 4.7669315E-001
 4.8000000E+003, 4.2000009E+002, 3.3638391E-001, 4.8118681E-004, 7.2075996E+000, 5.9444535E-001
 4.8120000E+003, 4.2100003E+002, 3.2989380E-001, 6.0448865E-004, 9.0545130E+000, 7.3903269E-001
 4.8240000E+003, 4.2199994E+002, 3.2177061E-001, 7.5381767E-004, 1.1291282E+001, 9.1411233E-001
 4.8360000E+003, 4.2299982E+002, 3.1168726E-001, 9.3140756E-004, 1.3951365E+001, 1.1222825E+000
 4.8480000E+003, 4.2399969E+002, 2.9930019E-001, 1.1375640E-003, 1.7039339E+001, 1.3638682E+000
 4.8600000E+003, 4.2499954E+002, 2.8428102E-001, 1.3691681E-003, 2.0508490E+001, 1.6351647E+000
 4.8720000E+003, 4.2599939E+002, 2.6636896E-001, 1.6177155E-003, 2.4231432E+001, 1.9261326E+000
 4.8840000E+003, 4.2699924E+002, 2.4544868E-001, 1.8671129E-003, 2.7967106E+001, 2.2178121E+000
 4.8960000E+003, 4.2799911E+002, 2.2165310E-001, 2.0918720E-003, 3.1333727E+001, 2.4802151E+000
 4.9080000E+003, 4.2899902E+002, 1.9547956E-001, 2.2569660E-003, 3.3806633E+001, 2.6721647E+000
 4.9200000E+003, 4.2999896E+002, 1.6788822E-001, 2.3212680E-003, 3.4769802E+001, 2.7453632E+000
 4.9320000E+003, 4.3099902E+002, 1.4032747E-001, 2.2465847E-003, 3.3651134E+001, 2.6550226E+000
 4.9440000E+003, 4.3199918E+002, 1.1461325E-001, 2.0127269E-003, 3.0148226E+001, 2.3775816E+000
 4.9560000E+003, 4.3299939E+002, 9.2607811E-002, 1.6347602E-003, 2.4486740E+001, 1.9309551E+000
 4.9680000E+003, 4.3399969E+002, 7.5726017E-002, 1.1722989E-003, 1.7559628E+001, 1.3854113E+000
 4.9800000E+003, 4.3499997E+002, 6.4445220E-002, 7.1774598E-004, 1.0750972E+001, 8.4968710E-001
 4.9920000E+003, 4.3600018E+002, 5.8111880E-002, 3.5958691E-004, 5.3861794E+000, 4.2781046E-001
 5.0040000E+003, 4.3700034E+002, 5.5256035E-002, 1.3969903E-004, 2.0925233E+000, 1.6891009E-001
 5.0160000E+003, 4.3800040E+002, 5.4278143E-002, 3.9319839E-005, 5.8896387E-001, 5.0763894E-002
 5.0280000E+003, 4.3900040E+002, 5.4040972E-002, 7.3573624E-006, 1.1020444E-001, 1.3154050E-002
 5.0400000E+003, 4.4000043E+002, 5.4003600E-002, 8.2097677E-007, 1.2297244E-002, 5.4654027E-003
 5.0520000E+003, 4.4100043E+002, 5.4000165E-002, 4.7622642E-008, 7.1332988E-004, 4.5564817E-003
 5.0640000E+003, 4.4200043E+002, 5.4000005E-002, 1.2074709E-009, 1.8086461E-005, 4.5002960E-003
 5.0760000E+003, 4.4300043E+002, 5.4000001E-002, 1.0751713E-011, 1.6104772E-007, 4.5004967E-003
 5.0880000E+003, 4.4400043E+002, 5.4000001E-002, 2.5508128E-014, 3.8208106E-010, 4.5028692E-003
 5.1000000E+003, 4.4500043E+002, 5.4000001E-002, 1.1380289E-017, 1.7046304E-013, 4.5001511E-003
 5.1120000E+003, 4.4600043E+002, 5.4000001E-002, 6.1515308E-022, 9.2142535E-018, 4.4999039E-003
 5.1240000E+003, 4.4700043E+002, 5.4000001E-002, 2.3135226E-027, 3.4653782E-023, 4.5014257E-003
 5.1360000E+003, 4.4800043E+002, 5.4000001E-002, 3.0059379E-034, 4.5025334E-030, 4.5009013E-003
 5.1480000E+003, 4.4900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016413E-003
 5.1600000E+003, 4.5000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5018201E-003
 5.1720000E+003, 4.5100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011756E-003
 5.1840000E+003, 4.5200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008850E-003
 5.1960000E+003, 4.5300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008189E-003
 5.2080000E+003, 4.5400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5018364E-003
 5.2200000E+003, 4.5500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005647E-003
 5.2320000E+003, 4.5600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994550E-003
 5.2440000E+003, 4.5700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009116E-003
 5.2560000E+003, 4.5800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999546E-003
 5.2680000E+003, 4.5900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017223E-003
 5.2800000E+003, 4.6000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000329E-003
 5.2920000E+003, 4.6100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021907E-003
 5.3040000E+003, 4.6200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000226E-003
 5.3160000E+003, 4.6300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010936E-003
 5.3280000E+003, 4.6400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011439E-003
 5.3400000E+003, 4.6500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005525E-003
 5.3520000E+003, 4.6600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994280E-003
 5.3640000E+003, 4.6700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996142E-003
 5.3760000E+003, 4.6800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003556E-003
 5.3880000E+003, 4.6900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013716E-003
 5.4000000E+003, 4.7000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012664E-003
 5.4120000E+003, 4.7100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004678E-003
 5.4240000E+003, 4.7200043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994499E-003
 5.4360000E+003, 4.7300043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005176E-003
 5.4480000E+003, 4.7400043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996059E-003
 5.4600000E+003, 4.7500043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004152E-003
 5.4720000E+003, 4.7600043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016678E-003
 5.4840000E+003, 4.7700043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009363E-003
 5.4960000E+003, 4.7800043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002028E-003
 5.5080000E+003, 4.7900043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017549E-003
 5.5200000E+003, 4.8000043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014205E-003
 5.5320000E+003, 4.8100043E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012822E-003
