like1,parrtc01,parrrc01,parrtc02,parrrc02,simulation_0,chain
3.186085581005752,298.66246059710613,0.009967956266346525,336.1455251845624,0.0030998967698113045,1.0,0.0
3.0981746773200727,362.16855387331094,0.0016093572833183905,485.3792944970136,0.006987981350207484,1.0,0.0
3.015002486720121,340.60657394396605,0.0031630040536680623,306.40569686703253,0.007098186730047772,1.0,0.0
2.2914902600008467,334.495189602499,0.004236352428223365,441.72519615779765,0.003262989520328451,1.0,0.0
4.06869302904421,264.003153370627,0.00495311090528692,515.191782121342,0.006693266519207433,1.0,0.0
2.3470750705090038,332.20103321322915,0.0011332733173137935,322.7202833023535,0.006721094275148063,1.0,0.0
2.826310827212377,312.994053345496,0.0022361629886376976,378.21710772021277,0.008794266885957056,1.0,0.0
3.6641185411173742,298.27955505501603,0.009697626506790648,405.15248963999534,0.009499317533299648,1.0,0.0
3.7828068927322245,227.339806915961,0.005825230000114715,420.04288370364674,0.005863109589648466,1.0,0.0
2.8212703980031093,308.5771213453069,0.00960342866819313,591.3936930483835,0.008496619339296763,1.0,0.0
